assunto,cod_assunto,descricao_lei
Conduta Vedada ao Agente Público,12063,Artigo 78 da Lei nº 9.504 de 30 de Setembro de 1997
Conduta Vedada ao Agente Público,12063,Artigo 77 da Lei nº 9.504 de 30 de Setembro de 1997
Conduta Vedada ao Agente Público,12063,Artigo 76 da Lei nº 9.504 de 30 de Setembro de 1997
Conduta Vedada ao Agente Público,12063,Artigo 75 da Lei nº 9.504 de 30 de Setembro de 1997
Conduta Vedada ao Agente Público,12063,Artigo 74 da Lei nº 9.504 de 30 de Setembro de 1997
Conduta Vedada ao Agente Público,12063,Artigo 73 da Lei nº 9.504 de 30 de Setembro de 1997
Confisco,11059,Artigo 119 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Confisco,11059,Artigo 110 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Conhecimento Prévio de Impedimento,3480,Artigo 237 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Conhecimento Prévio de Impedimento,9762,Artigo 237 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Conservação ilegal de comando,11279,Artigo 168 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Conspiração,11288,Artigo 152 do Decreto Lei nº 1.001 de 01 de Outubro de 1969
Associação Criminosa,14689,Artigo 288 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Associação Criminosa,14688,Artigo 288 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Constragimento ilegal,11254,Artigo 222 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Constrangimento ilegal,3401,Artigo 146 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Constrangimento ilegal,9660,Artigo 146 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Contas - Aprovação das Contas,11695,Artigo 30 da Lei nº 9.504 de 30 de Setembro de 1997
Contas - Aprovação das Contas com Ressalvas,11696,Artigo 30 da Lei nº 9.504 de 30 de Setembro de 1997
Contas - Aprovação das Contas com Ressalvas,11696,Artigo 30 da Lei nº 9.504 de 10 de Fevereiro de 2003
Contas - Desaprovação/Rejeição das Contas,11697,Artigo 30 da Lei nº 9.504 de 30 de Setembro de 1997
Contas - Não Apresentação das Contas,11698,Artigo 30 da Lei nº 9.504 de 30 de Setembro de 1997
Crimes Contra a Administração da Justiça - Lei da Ação de Alimentos,9913,Artigo 22 da Lei nº 5.478 de 25 de Julho de 1968
Crimes Contra a Economia Popular,9856,Artigo 30 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 29 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 28 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 27 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 26 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 25 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 24 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 23 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 22 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 21 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 20 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 19 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 18 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 17 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 16 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 15 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 14 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 13 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 12 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 11 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 10 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 9 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 8 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 7 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 6 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 5 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 4 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 3 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 2 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Economia Popular,9856,Artigo 1 da Lei nº 1.521 de 26 de Dezembro de 1951
Crimes Contra a Fauna,9879,Artigo 35 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Fauna,9879,Artigo 34 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Fauna,9879,Artigo 32 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Fauna,9879,Artigo 31 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Fauna,9879,Artigo 30 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Fauna,9879,Artigo 29 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Flora,9880,Artigo 53 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Flora,9880,Artigo 52 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Flora,9880,Artigo 51 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Flora,9880,Artigo 50 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Flora,9880,Artigo 49 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Flora,9880,Artigo 48 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Flora,9880,Artigo 47 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Flora,9880,Artigo 45 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Flora,9880,Artigo 44 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Flora,9880,Artigo 43 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Flora,9880,Artigo 40 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Flora,9880,Artigo 39 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra a Flora,9880,Artigo 38 da Lei nº 9.605 de 12 de Fevereiro de 1998
Violência doméstica,12194,Parágrafo 9 Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal,12194,Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal,12194,Artigo 11 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violência doméstica,12196,Parágrafo 9 Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal,12196,Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal,12196,Artigo 11 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 29 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 28 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 27 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 26 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 25 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 24 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 23 da Lei nº 7.170 de 14 de Novembro de 2001
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 22 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 21 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 20 da Lei nº 7.170 de 06 de Dezembro de 1837
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 19 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 18 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 17 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 16 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 15 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 14 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 13 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 12 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 11 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 10 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 9 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes Contra a Segurança Nacional, a Ordem Política e Social",9871,Artigo 8 da Lei nº 7.170 de 14 de Dezembro de 1983
Homicídio,9635,Artigo 121 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Crimes Contra as Finanças Públicas,9955,Artigo 359 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Crimes Contra as Marcas,9851,Artigo 190 da Lei nº 9.279 de 14 de Maio de 1996
Crimes Contra as Marcas,9851,Artigo 189 da Lei nº 9.279 de 14 de Maio de 1996
Dano,3426,Artigo 163 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Desenvolver clandestinamente atividades de telecomunicação,9889,Artigo 183 da Lei nº 9.472 de 16 de Julho de 1997
Crimes Contra Indicações Geográficas e Demais Indicações,9853,Artigo 194 da Lei nº 9.279 de 14 de Maio de 1996
Crimes Contra Indicações Geográficas e Demais Indicações,9853,Artigo 193 da Lei nº 9.279 de 14 de Maio de 1996
Crimes Contra Indicações Geográficas e Demais Indicações,9853,Artigo 192 da Lei nº 9.279 de 14 de Maio de 1996
Crimes Contra o Meio Ambiente,9878,Artigo 69 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 68 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 67 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 66 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 65 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 64 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 63 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 62 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 60 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 59 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 58 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 57 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 56 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 55 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 54 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 53 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 52 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 51 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 50 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 49 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 48 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 47 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 45 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 44 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 43 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 40 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 39 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 38 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 37 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 36 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 35 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 34 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 33 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 32 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 31 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 30 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Meio Ambiente,9878,Artigo 29 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o mercado de capitais,9896,Artigo 74 da Lei nº 4.728 de 14 de Julho de 1965
Crimes Contra o mercado de capitais,9896,Artigo 73 da Lei nº 4.728 de 14 de Julho de 1965
Crimes Contra o Ordenamento Urbano e o Patrimônio Cultural,11779,Artigo 65 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Ordenamento Urbano e o Patrimônio Cultural,11779,Artigo 64 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Ordenamento Urbano e o Patrimônio Cultural,11779,Artigo 63 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes Contra o Ordenamento Urbano e o Patrimônio Cultural,11779,Artigo 62 da Lei nº 9.605 de 12 de Fevereiro de 1998
Receptação qualificada,9674,Parágrafo 3 Artigo 180 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Receptação,9674,Artigo 180 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Crimes Contra o Serviço Postal e o Serviço de Telegrama,9870,Artigo 46 da Lei nº 6.538 de 22 de Junho de 1978
Crimes Contra o Serviço Postal e o Serviço de Telegrama,9870,Artigo 45 da Lei nº 6.538 de 22 de Junho de 1978
Crimes Contra o Serviço Postal e o Serviço de Telegrama,9870,Artigo 44 da Lei nº 6.538 de 22 de Junho de 1978
Crimes Contra o Serviço Postal e o Serviço de Telegrama,9870,Artigo 43 da Lei nº 6.538 de 22 de Junho de 1978
Crimes Contra o Serviço Postal e o Serviço de Telegrama,9870,Artigo 42 da Lei nº 6.538 de 22 de Junho de 1978
Crimes Contra o Serviço Postal e o Serviço de Telegrama,9870,Artigo 41 da Lei nº 6.538 de 22 de Junho de 1978
Crimes Contra o Serviço Postal e o Serviço de Telegrama,9870,Artigo 40 da Lei nº 6.538 de 22 de Junho de 1978
Crimes Contra o Serviço Postal e o Serviço de Telegrama,9870,Artigo 39 da Lei nº 6.538 de 22 de Junho de 1978
Crimes Contra o Serviço Postal e o Serviço de Telegrama,9870,Artigo 38 da Lei nº 6.538 de 22 de Junho de 1978
Crimes Contra o Serviço Postal e o Serviço de Telegrama,9870,Artigo 37 da Lei nº 6.538 de 22 de Junho de 1978
Crimes Contra o Serviço Postal e o Serviço de Telegrama,9870,Artigo 36 da Lei nº 6.538 de 22 de Junho de 1978
Crimes Contra o Sistema Financeiro Nacional,9872,Lei nº 7.492 de 16 de Junho de 1986
Crimes Contra os Desenhos Industriais,9850,Artigo 188 da Lei nº 9.279 de 14 de Maio de 1996
Crimes Contra os Desenhos Industriais,9850,Artigo 187 da Lei nº 9.279 de 14 de Maio de 1996
Crimes Contra Patente de Invenção,9849,Artigo 186 da Lei nº 9.279 de 14 de Maio de 1996
Crimes Contra Patente de Invenção,9849,Artigo 185 da Lei nº 9.279 de 14 de Maio de 1996
Crimes Contra Patente de Invenção,9849,Artigo 184 da Lei nº 9.279 de 14 de Maio de 1996
Crimes Contra Patente de Invenção,9849,Artigo 183 da Lei nº 9.279 de 14 de Maio de 1996
Violência doméstica,12195,Parágrafo 9 Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal,12195,Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal,12195,Artigo 11 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violência doméstica,12197,Parágrafo 9 Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal,12197,Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal,12197,Artigo 11 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Contrabando ou descaminho,3574,Artigo 334 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Contrabando ou descaminho,9927,Artigo 334 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Contravenções Penais,9914,Artigo 70 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,9914,Artigo 69 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,9914,Artigo 62 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,9914,Artigo 61 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,9914,Artigo 60 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,9914,Artigo 50 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,9914,Artigo 46 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,9914,Artigo 45 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,9914,Artigo 42 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,9914,Artigo 40 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,9914,Artigo 27 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,9914,Artigo 25 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,9914,Artigo 24 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,3692,Artigo 70 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,3692,Artigo 69 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,3692,Artigo 62 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,3692,Artigo 61 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,3692,Artigo 60 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,3692,Artigo 50 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,3692,Artigo 46 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,3692,Artigo 45 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,3692,Artigo 42 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,3692,Artigo 40 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,3692,Artigo 27 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Contravenções Penais,3692,Artigo 25 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
